old_gene	new_gene	reciprocal_best	old_to_new_pident	old_to_new_qcov	old_to_new_scov	old_to_new_bitscore	new_to_old_pident	new_to_old_qcov	new_to_old_scov	new_to_old_bitscore	new_protein_accession	old_to_new_title
B9J08_001070	B9J08_03320	True	100	100	100	1164	100	100	100	1164	KAK8440222.1	KAK8440222.1 hypothetical protein B9J08_03320 [Candidozyma auris]
B9J08_001071	B9J08_03321	True	100	100	100	1217	100	100	100	1217	KAK8440223.1	KAK8440223.1 hypothetical protein B9J08_03321 [Candidozyma auris]
B9J08_001072	B9J08_03322	True	100	100	100	428	100	100	100	428	KAK8440224.1	KAK8440224.1 hypothetical protein B9J08_03322 [Candidozyma auris]
B9J08_001073		False	100	100	100	773						KAK8440225.1 glycine cleavage system T protein [Candidozyma auris]
B9J08_001074	B9J08_03324	True	100	100	100	216	100	100	100	216	KAK8440226.1	KAK8440226.1 hypothetical protein B9J08_03324 [Candidozyma auris]
B9J08_001075	B9J08_03325	True	100	100	100	5526	100	100	100	5526	KAK8440227.1	KAK8440227.1 hypothetical protein B9J08_03325 [Candidozyma auris]
B9J08_001076	B9J08_03326	True	100	100	100	657	100	100	100	657	KAK8440228.1	KAK8440228.1 hypothetical protein B9J08_03326 [Candidozyma auris]
B9J08_001077	B9J08_03327	True	100	100	100	1244	100	100	100	1244	KAK8440229.1	KAK8440229.1 hypothetical protein B9J08_03327 [Candidozyma auris]
B9J08_001078	B9J08_03328	True	100	100	100	451	100	100	100	451	KAK8440230.1	KAK8440230.1 hypothetical protein B9J08_03328 [Candidozyma auris]
B9J08_001079	B9J08_03329	True	100	100	100	404	100	100	100	404	KAK8440231.1	KAK8440231.1 hypothetical protein B9J08_03329 [Candidozyma auris]
B9J08_001080	B9J08_03330	True	100	100	100	274	100	100	100	274	KAK8440232.1	KAK8440232.1 hypothetical protein B9J08_03330 [Candidozyma auris]
B9J08_001081		False	100	100	100	276						KAK8440233.1 60S ribosomal protein L23-B [Candidozyma auris]
B9J08_001082	B9J08_03332	True	100	100	100	1566	100	100	100	1566	KAK8440234.1	KAK8440234.1 hypothetical protein B9J08_03332 [Candidozyma auris]
B9J08_001083	B9J08_03333	True	100	100	100	328	100	100	100	328	KAK8440235.1	KAK8440235.1 hypothetical protein B9J08_03333 [Candidozyma auris]
B9J08_001084	B9J08_03334	True	100	100	100	522	100	100	100	522	KAK8440236.1	KAK8440236.1 hypothetical protein B9J08_03334 [Candidozyma auris]
B9J08_001085		False	100	100	100	832						KAK8440237.1 26S protease regulatory subunit 4 [Candidozyma auris]
B9J08_001086		False	100	100	100	244						KAK8440238.1 thioredoxin [Candidozyma auris]
B9J08_001087	B9J08_03337	True	100	100	100	1077	100	100	100	1077	KAK8440239.1	KAK8440239.1 hypothetical protein B9J08_03337 [Candidozyma auris]
B9J08_001088	B9J08_03338	True	100	100	100	339	100	100	100	339	KAK8440240.1	KAK8440240.1 hypothetical protein B9J08_03338 [Candidozyma auris]
B9J08_001089	B9J08_03339	True	100	100	100	316	100	100	100	316	KAK8440241.1	KAK8440241.1 hypothetical protein B9J08_03339 [Candidozyma auris]
B9J08_001090		False	100	100	100	637						KAK8440242.1 thioredoxin reductase [Candidozyma auris]
B9J08_001091	B9J08_03341	True	100	100	100	439	100	100	100	439	KAK8440243.1	KAK8440243.1 hypothetical protein B9J08_03341 [Candidozyma auris]
B9J08_001092	B9J08_03342	True	100	100	100	689	100	100	100	689	KAK8440244.1	KAK8440244.1 hypothetical protein B9J08_03342 [Candidozyma auris]
B9J08_001093	B9J08_03343	True	100	100	100	1931	100	100	100	1931	KAK8440245.1	KAK8440245.1 hypothetical protein B9J08_03343 [Candidozyma auris]
B9J08_001094	B9J08_03344	True	100	100	100	524	100	100	100	524	KAK8440246.1	KAK8440246.1 hypothetical protein B9J08_03344 [Candidozyma auris]
B9J08_001095		False	100	100	100	722						KAK8440247.1 tryptophan-tRNA ligase [Candidozyma auris]
B9J08_001096	B9J08_03346	True	100	100	100	1437	100	100	100	1437	KAK8440248.1	KAK8440248.1 hypothetical protein B9J08_03346 [Candidozyma auris]
B9J08_001098		False	100	100	100	610						KAK8440249.1 purine nucleoside phosphorylase I, inosine and guanosine-specific [Candidozyma auris]
B9J08_001099		False	100	100	100	458						KAK8440250.1 protein transporter SEC13 [Candidozyma auris]
B9J08_001100	B9J08_03350	True	100	100	100	363	100	100	100	363	KAK8440251.1	KAK8440251.1 hypothetical protein B9J08_03350 [Candidozyma auris]
B9J08_001101	B9J08_03351	True	100	100	100	1850	100	100	100	1850	KAK8440252.1	KAK8440252.1 hypothetical protein B9J08_03351 [Candidozyma auris]
B9J08_001102	B9J08_03352	True	100	100	100	434	100	100	100	434	KAK8440253.1	KAK8440253.1 hypothetical protein B9J08_03352 [Candidozyma auris]
B9J08_001103	B9J08_03353	True	100	100	100	689	100	100	100	689	KAK8440254.1	KAK8440254.1 hypothetical protein B9J08_03353 [Candidozyma auris]
B9J08_001104	B9J08_03354	True	100	100	100	719	100	100	100	719	KAK8440255.1	KAK8440255.1 hypothetical protein B9J08_03354 [Candidozyma auris]
B9J08_001105	B9J08_03355	True	100	100	100	1787	100	100	100	1787	KAK8440256.1	KAK8440256.1 hypothetical protein B9J08_03355 [Candidozyma auris]
B9J08_001106	B9J08_03356	True	100	100	100	510	100	100	100	510	KAK8440257.1	KAK8440257.1 hypothetical protein B9J08_03356 [Candidozyma auris]
B9J08_001107	B9J08_03357	True	100	100	100	1819	100	100	100	1819	KAK8440258.1	KAK8440258.1 hypothetical protein B9J08_03357 [Candidozyma auris]
B9J08_001108		False	100	100	100	669						KAK8440259.1 DNA repair protein rhp51 [Candidozyma auris]
B9J08_001109	B9J08_03359	True	100	100	100	1709	100	100	100	1709	KAK8440260.1	KAK8440260.1 hypothetical protein B9J08_03359 [Candidozyma auris]
B9J08_001110	B9J08_03360	True	100	100	100	398	100	100	100	398	KAK8440261.1	KAK8440261.1 hypothetical protein B9J08_03360 [Candidozyma auris]
B9J08_001111	B9J08_03361	True	100	100	100	1068	100	100	100	1068	KAK8440262.1	KAK8440262.1 hypothetical protein B9J08_03361 [Candidozyma auris]
B9J08_001112	B9J08_03362	True	100	100	100	599	100	100	100	599	KAK8440263.1	KAK8440263.1 hypothetical protein B9J08_03362 [Candidozyma auris]
B9J08_001113	B9J08_03363	True	100	100	100	809	100	100	100	809	KAK8440264.1	KAK8440264.1 hypothetical protein B9J08_03363 [Candidozyma auris]
B9J08_001114	B9J08_03364	True	100	100	100	863	100	100	100	863	KAK8440265.1	KAK8440265.1 hypothetical protein B9J08_03364 [Candidozyma auris]
B9J08_001115	B9J08_03365	True	100	100	100	868	100	100	100	868	KAK8440266.1	KAK8440266.1 hypothetical protein B9J08_03365 [Candidozyma auris]
B9J08_001116	B9J08_03366	True	100	100	100	733	100	100	100	733	KAK8440267.1	KAK8440267.1 hypothetical protein B9J08_03366 [Candidozyma auris]
B9J08_001117	B9J08_03367	True	100	100	100	446	100	100	100	446	KAK8440268.1	KAK8440268.1 hypothetical protein B9J08_03367 [Candidozyma auris]
B9J08_001118	B9J08_03368	True	100	100	100	671	100	100	100	671	KAK8440269.1	KAK8440269.1 hypothetical protein B9J08_03368 [Candidozyma auris]
B9J08_001119	B9J08_03369	True	100	100	100	1224	100	100	100	1224	KAK8440270.1	KAK8440270.1 hypothetical protein B9J08_03369 [Candidozyma auris]
B9J08_001120	B9J08_03370	True	100	100	100	1131	100	100	100	1131	KAK8440271.1	KAK8440271.1 hypothetical protein B9J08_03370 [Candidozyma auris]
B9J08_001121	B9J08_03371	True	100	100	100	957	100	100	100	957	KAK8440272.1	KAK8440272.1 hypothetical protein B9J08_03371 [Candidozyma auris]
B9J08_001122		False	100	100	100	1877						KAK8440273.1 alanine-tRNA ligase [Candidozyma auris]
B9J08_001123	B9J08_03373	True	100	100	100	586	100	100	100	586	KAK8440274.1	KAK8440274.1 hypothetical protein B9J08_03373 [Candidozyma auris]
B9J08_001124	B9J08_03374	True	100	100	100	1127	100	100	100	1127	KAK8440275.1	KAK8440275.1 hypothetical protein B9J08_03374 [Candidozyma auris]
B9J08_001125	B9J08_03375	True	100	100	100	2912	100	100	100	2912	KAK8440276.1	KAK8440276.1 hypothetical protein B9J08_03375 [Candidozyma auris]
B9J08_001126	B9J08_03376	True	100	100	100	796	100	100	100	796	KAK8440277.1	KAK8440277.1 hypothetical protein B9J08_03376 [Candidozyma auris]
B9J08_001127	B9J08_03377	True	100	100	100	494	100	100	100	494	KAK8440278.1	KAK8440278.1 hypothetical protein B9J08_03377 [Candidozyma auris]
B9J08_001128	B9J08_03378	True	100	100	100	585	100	100	100	585	KAK8440279.1	KAK8440279.1 hypothetical protein B9J08_03378 [Candidozyma auris]
B9J08_001129	B9J08_03379	True	100	100	100	761	100	100	100	761	KAK8440280.1	KAK8440280.1 hypothetical protein B9J08_03379 [Candidozyma auris]
B9J08_001130	B9J08_03380	True	100	100	100	2441	100	100	100	2441	KAK8440281.1	KAK8440281.1 hypothetical protein B9J08_03380 [Candidozyma auris]
B9J08_001131	B9J08_03381	True	100	100	100	1635	100	100	100	1635	KAK8440282.1	KAK8440282.1 hypothetical protein B9J08_03381 [Candidozyma auris]
B9J08_001132	B9J08_03382	True	100	100	100	1337	100	100	100	1337	KAK8440283.1	KAK8440283.1 hypothetical protein B9J08_03382 [Candidozyma auris]
B9J08_001133	B9J08_03383	True	100	100	100	427	100	100	100	427	KAK8440284.1	KAK8440284.1 hypothetical protein B9J08_03383 [Candidozyma auris]
B9J08_001134	B9J08_03384	True	100	100	100	210	100	100	100	210	KAK8440285.1	KAK8440285.1 hypothetical protein B9J08_03384 [Candidozyma auris]
B9J08_001135		False	100	100	100	609						KAK8440286.1 deoxyhypusine hydroxylase [Candidozyma auris]
B9J08_001136		False	100	100	100	1057						KAK8440287.1 T-complex protein 1 subunit epsilon [Candidozyma auris]
B9J08_001137	B9J08_03387	True	100	100	100	825	100	100	100	825	KAK8440288.1	KAK8440288.1 hypothetical protein B9J08_03387 [Candidozyma auris]
B9J08_001138	B9J08_03388	True	100	100	100	4807	100	100	100	4807	KAK8440289.1	KAK8440289.1 hypothetical protein B9J08_03388 [Candidozyma auris]
B9J08_001139		False	100	100	100	725						KAK8440290.1 18S rRNA biogenesis protein RCL1 [Candidozyma auris]
B9J08_001140	B9J08_03390	True	100	100	100	973	100	100	100	973	KAK8440291.1	KAK8440291.1 hypothetical protein B9J08_03390 [Candidozyma auris]
B9J08_001141	B9J08_03391	True	100	100	100	2261	100	100	100	2261	KAK8440292.1	KAK8440292.1 hypothetical protein B9J08_03391 [Candidozyma auris]
B9J08_001142	B9J08_03392	True	100	100	100	1201	100	100	100	1201	KAK8440293.1	KAK8440293.1 hypothetical protein B9J08_03392 [Candidozyma auris]
B9J08_001143		False	100	100	100	767						KAK8440294.1 ferrochelatase [Candidozyma auris]
B9J08_001144	B9J08_03394	True	100	100	100	530	100	100	100	530	KAK8440295.1	KAK8440295.1 hypothetical protein B9J08_03394 [Candidozyma auris]
B9J08_001145	B9J08_03395	True	100	100	100	317	100	100	100	317	KAK8440296.1	KAK8440296.1 hypothetical protein B9J08_03395 [Candidozyma auris]
B9J08_001146	B9J08_03396	True	100	100	100	920	100	100	100	920	KAK8440297.1	KAK8440297.1 hypothetical protein B9J08_03396 [Candidozyma auris]
B9J08_001147	B9J08_03397	True	100	100	100	218	100	100	100	218	KAK8440298.1	KAK8440298.1 hypothetical protein B9J08_03397 [Candidozyma auris]
B9J08_001148	B9J08_03398	True	100	100	100	390	100	100	100	390	KAK8440299.1	KAK8440299.1 hypothetical protein B9J08_03398 [Candidozyma auris]
B9J08_001149	B9J08_03399	True	100	100	100	2888	100	100	100	2888	KAK8440300.1	KAK8440300.1 hypothetical protein B9J08_03399 [Candidozyma auris]
B9J08_001150		False	100	100	100	192						KAK8440301.1 V-type ATPase, G subunit [Candidozyma auris]
B9J08_001151	B9J08_03401	True	100	100	100	1236	100	100	100	1236	KAK8440302.1	KAK8440302.1 hypothetical protein B9J08_03401 [Candidozyma auris]
B9J08_001152	B9J08_03402	True	100	100	100	1299	100	100	100	1299	KAK8440303.1	KAK8440303.1 hypothetical protein B9J08_03402 [Candidozyma auris]
B9J08_001153	B9J08_03403	True	100	100	100	212	100	100	100	212	KAK8440304.1	KAK8440304.1 hypothetical protein B9J08_03403 [Candidozyma auris]
B9J08_001155	B9J08_03405	True	100	41.1	41.1	602	100	41.1	41.1	602	KAK8440305.1	KAK8440305.1 hypothetical protein B9J08_03405 [Candidozyma auris]
B9J08_001156		False	100	100	100	1406						KAK8440306.1 glutamate-tRNA ligase [Candidozyma auris]
B9J08_001157	B9J08_03407	True	100	100	100	1135	100	100	100	1135	KAK8440307.1	KAK8440307.1 hypothetical protein B9J08_03407 [Candidozyma auris]
B9J08_001158	B9J08_03408	True	100	100	100	848	100	100	100	848	KAK8440308.1	KAK8440308.1 hypothetical protein B9J08_03408 [Candidozyma auris]
B9J08_001159	B9J08_03409	True	100	93.4	93.4	578	100	93.4	93.4	578	KAK8440309.1	KAK8440309.1 hypothetical protein B9J08_03409 [Candidozyma auris]
B9J08_001160	B9J08_03410	True	100	100	100	442	100	100	100	442	KAK8440310.1	KAK8440310.1 hypothetical protein B9J08_03410 [Candidozyma auris]
B9J08_001161	B9J08_03411	True	100	100	100	676	100	100	100	676	KAK8440311.1	KAK8440311.1 hypothetical protein B9J08_03411 [Candidozyma auris]
B9J08_001162	B9J08_03412	True	100	100	100	1412	100	100	100	1412	KAK8440312.1	KAK8440312.1 hypothetical protein B9J08_03412 [Candidozyma auris]
B9J08_001163	B9J08_03413	True	100	100	100	906	100	100	100	906	KAK8440313.1	KAK8440313.1 hypothetical protein B9J08_03413 [Candidozyma auris]
B9J08_001164	B9J08_03414	True	100	100	100	1528	100	100	100	1528	KAK8440314.1	KAK8440314.1 hypothetical protein B9J08_03414 [Candidozyma auris]
B9J08_001165	B9J08_03415	True	100	100	100	1604	100	100	100	1604	KAK8440315.1	KAK8440315.1 hypothetical protein B9J08_03415 [Candidozyma auris]
B9J08_001166	B9J08_03416	True	100	100	100	606	100	100	100	606	KAK8440316.1	KAK8440316.1 hypothetical protein B9J08_03416 [Candidozyma auris]
B9J08_001167	B9J08_03417	True	100	100	100	286	100	100	100	286	KAK8440317.1	KAK8440317.1 hypothetical protein B9J08_03417 [Candidozyma auris]
B9J08_001168	B9J08_03418	True	100	100	100	2044	100	100	100	2044	KAK8440318.1	KAK8440318.1 hypothetical protein B9J08_03418 [Candidozyma auris]
B9J08_001169	B9J08_03419	True	100	100	100	579	100	100	100	579	KAK8440319.1	KAK8440319.1 hypothetical protein B9J08_03419 [Candidozyma auris]
B9J08_001170		False	100	100	100	608						KAK8440320.1 protein URE2 [Candidozyma auris]
B9J08_001171	B9J08_03421	True	100	100	100	685	100	100	100	685	KAK8440321.1	KAK8440321.1 hypothetical protein B9J08_03421 [Candidozyma auris]
B9J08_001172	B9J08_03422	True	100	98.8	98.8	1746	100	98.8	98.8	1746	KAK8440322.1	KAK8440322.1 hypothetical protein B9J08_03422 [Candidozyma auris]
B9J08_001173	B9J08_03423	True	100	100	100	696	100	100	100	696	KAK8440323.1	KAK8440323.1 hypothetical protein B9J08_03423 [Candidozyma auris]
B9J08_001174	B9J08_03424	True	100	100	100	645	100	100	100	645	KAK8440324.1	KAK8440324.1 hypothetical protein B9J08_03424 [Candidozyma auris]
B9J08_001175	B9J08_03425	True	100	100	100	1702	100	100	100	1702	KAK8440325.1	KAK8440325.1 hypothetical protein B9J08_03425 [Candidozyma auris]
B9J08_001176		False	100	100	100	1194						KAK8440326.1 phenylalanine-tRNA ligase beta subunit [Candidozyma auris]
B9J08_001177	B9J08_03427	True	100	100	100	403	100	100	100	403	KAK8440327.1	KAK8440327.1 hypothetical protein B9J08_03427 [Candidozyma auris]
B9J08_001178	B9J08_03428	True	100	100	100	266	100	100	100	266	KAK8440328.1	KAK8440328.1 hypothetical protein B9J08_03428 [Candidozyma auris]
B9J08_001179	B9J08_03429	True	100	81.4	81.4	314	100	81.4	81.4	314	KAK8440329.1	KAK8440329.1 hypothetical protein B9J08_03429 [Candidozyma auris]
B9J08_001180	B9J08_03430	True	100	100	100	736	100	100	100	736	KAK8440330.1	KAK8440330.1 hypothetical protein B9J08_03430 [Candidozyma auris]
B9J08_001181	B9J08_03431	True	100	100	100	780	100	100	100	780	KAK8440331.1	KAK8440331.1 hypothetical protein B9J08_03431 [Candidozyma auris]
B9J08_001182	B9J08_03432	True	100	100	100	1435	100	100	100	1435	KAK8440332.1	KAK8440332.1 hypothetical protein B9J08_03432 [Candidozyma auris]
B9J08_001183	B9J08_03433	True	100	100	100	714	100	100	100	714	KAK8440333.1	KAK8440333.1 hypothetical protein B9J08_03433 [Candidozyma auris]
B9J08_001184	B9J08_03434	True	100	100	100	478	100	100	100	478	KAK8440334.1	KAK8440334.1 hypothetical protein B9J08_03434 [Candidozyma auris]
B9J08_001185	B9J08_03435	True	100	100	100	911	100	100	100	911	KAK8440335.1	KAK8440335.1 hypothetical protein B9J08_03435 [Candidozyma auris]
B9J08_001186	B9J08_03436	True	100	100	100	889	100	100	100	889	KAK8440336.1	KAK8440336.1 hypothetical protein B9J08_03436 [Candidozyma auris]
B9J08_001187	B9J08_03437	True	100	100	100	678	100	100	100	678	KAK8440337.1	KAK8440337.1 hypothetical protein B9J08_03437 [Candidozyma auris]
B9J08_001188	B9J08_03438	True	100	100	100	1390	100	100	100	1390	KAK8440338.1	KAK8440338.1 hypothetical protein B9J08_03438 [Candidozyma auris]
B9J08_001189	B9J08_03439	True	100	100	100	972	100	100	100	972	KAK8440339.1	KAK8440339.1 hypothetical protein B9J08_03439 [Candidozyma auris]
B9J08_001190	B9J08_03440	True	100	100	100	740	100	100	100	740	KAK8440340.1	KAK8440340.1 hypothetical protein B9J08_03440 [Candidozyma auris]
B9J08_001191	B9J08_03441	True	100	100	100	333	100	100	100	333	KAK8440341.1	KAK8440341.1 hypothetical protein B9J08_03441 [Candidozyma auris]
B9J08_001192	B9J08_03442	True	100	100	100	3038	100	100	100	3038	KAK8440342.1	KAK8440342.1 hypothetical protein B9J08_03442 [Candidozyma auris]
B9J08_001193	B9J08_03443	True	100	100	100	734	100	100	100	734	KAK8440343.1	KAK8440343.1 hypothetical protein B9J08_03443 [Candidozyma auris]
B9J08_001194	B9J08_03444	True	100	100	100	926	100	100	100	926	KAK8440344.1	KAK8440344.1 hypothetical protein B9J08_03444 [Candidozyma auris]
B9J08_001195	B9J08_03445	True	100	100	100	2018	100	100	100	2018	KAK8440345.1	KAK8440345.1 hypothetical protein B9J08_03445 [Candidozyma auris]
B9J08_001196	B9J08_03446	True	100	100	100	273	100	100	100	273	KAK8440346.1	KAK8440346.1 hypothetical protein B9J08_03446 [Candidozyma auris]
B9J08_001197	B9J08_03447	True	100	100	100	1506	100	100	100	1506	KAK8440347.1	KAK8440347.1 hypothetical protein B9J08_03447 [Candidozyma auris]
B9J08_001198	B9J08_03448	True	100	100	100	694	100	100	100	694	KAK8440348.1	KAK8440348.1 hypothetical protein B9J08_03448 [Candidozyma auris]
B9J08_001199	B9J08_03449	True	100	100	100	431	100	100	100	431	KAK8440349.1	KAK8440349.1 hypothetical protein B9J08_03449 [Candidozyma auris]
B9J08_001200	B9J08_03450	True	100	100	100	238	100	100	100	238	KAK8440350.1	KAK8440350.1 hypothetical protein B9J08_03450 [Candidozyma auris]
B9J08_001201	B9J08_03451	True	100	100	100	308	100	100	100	308	KAK8440351.1	KAK8440351.1 hypothetical protein B9J08_03451 [Candidozyma auris]
B9J08_001202	B9J08_03452	True	100	100	100	408	100	100	100	408	KAK8440352.1	KAK8440352.1 hypothetical protein B9J08_03452 [Candidozyma auris]
B9J08_001203	B9J08_03453	True	100	100	100	607	100	100	100	607	KAK8440353.1	KAK8440353.1 hypothetical protein B9J08_03453 [Candidozyma auris]
B9J08_001204	B9J08_03454	True	100	100	100	790	100	100	100	790	KAK8440354.1	KAK8440354.1 hypothetical protein B9J08_03454 [Candidozyma auris]
B9J08_001205		False	100	100	100	981						KAK8440355.1 hydroxyethylthiazole kinase [Candidozyma auris]
B9J08_001206	B9J08_03456	True	100	100	100	941	100	100	100	941	KAK8440356.1	KAK8440356.1 hypothetical protein B9J08_03456 [Candidozyma auris]
B9J08_001207		False	100	100	100	942						KAK8440357.1 fumarate hydratase, mitochondrial [Candidozyma auris]
B9J08_001208	B9J08_03458	True	100	100	100	1392	100	100	100	1392	KAK8440358.1	KAK8440358.1 hypothetical protein B9J08_03458 [Candidozyma auris]
B9J08_001209	B9J08_03459	True	100	100	100	1936	100	100	100	1936	KAK8440359.1	KAK8440359.1 hypothetical protein B9J08_03459 [Candidozyma auris]
B9J08_001210	B9J08_03460	True	100	100	100	538	100	100	100	538	KAK8440360.1	KAK8440360.1 hypothetical protein B9J08_03460 [Candidozyma auris]
B9J08_001211	B9J08_03461	True	100	100	100	3857	100	100	100	3857	KAK8440361.1	KAK8440361.1 hypothetical protein B9J08_03461 [Candidozyma auris]
B9J08_001213	B9J08_03463	True	100	100	100	1098	100	100	100	1098	KAK8440362.1	KAK8440362.1 hypothetical protein B9J08_03463 [Candidozyma auris]
B9J08_001214	B9J08_03464	True	100	100	100	1139	100	100	100	1139	KAK8440363.1	KAK8440363.1 hypothetical protein B9J08_03464 [Candidozyma auris]
B9J08_001215	B9J08_03465	True	100	100	100	1836	100	100	100	1836	KAK8440364.1	KAK8440364.1 hypothetical protein B9J08_03465 [Candidozyma auris]
B9J08_001216	B9J08_03466	True	100	100	100	1508	100	100	100	1508	KAK8440365.1	KAK8440365.1 hypothetical protein B9J08_03466 [Candidozyma auris]
B9J08_001217	B9J08_03467	True	100	100	100	771	100	100	100	771	KAK8440366.1	KAK8440366.1 hypothetical protein B9J08_03467 [Candidozyma auris]
B9J08_001218	B9J08_03468	True	100	100	100	634	100	100	100	634	KAK8440367.1	KAK8440367.1 hypothetical protein B9J08_03468 [Candidozyma auris]
B9J08_001219	B9J08_03469	True	100	100	100	653	100	100	100	653	KAK8440368.1	KAK8440368.1 hypothetical protein B9J08_03469 [Candidozyma auris]
B9J08_001220	B9J08_03470	True	100	100	100	483	100	100	100	483	KAK8440369.1	KAK8440369.1 hypothetical protein B9J08_03470 [Candidozyma auris]
B9J08_001221	B9J08_03471	True	100	100	100	921	100	100	100	921	KAK8440370.1	KAK8440370.1 hypothetical protein B9J08_03471 [Candidozyma auris]
B9J08_001222	B9J08_03472	True	100	100	100	501	100	100	100	501	KAK8440371.1	KAK8440371.1 hypothetical protein B9J08_03472 [Candidozyma auris]
B9J08_001223	B9J08_03473	True	100	100	100	149	100	100	100	149	KAK8440372.1	KAK8440372.1 hypothetical protein B9J08_03473 [Candidozyma auris]
B9J08_001224	B9J08_03474	True	100	100	100	2803	100	100	100	2803	KAK8440373.1	KAK8440373.1 hypothetical protein B9J08_03474 [Candidozyma auris]
B9J08_001225	B9J08_03475	True	100	100	100	1639	100	100	100	1639	KAK8440374.1	KAK8440374.1 hypothetical protein B9J08_03475 [Candidozyma auris]
B9J08_001226	B9J08_03476	True	100	100	100	488	100	100	100	488	KAK8440375.1	KAK8440375.1 hypothetical protein B9J08_03476 [Candidozyma auris]
B9J08_001227		False	100	100	100	627						KAK8440376.1 glyceraldehyde-3-phosphate dehydrogenase [Candidozyma auris]
B9J08_001228	B9J08_03478	True	100	100	100	1563	100	100	100	1563	KAK8440377.1	KAK8440377.1 hypothetical protein B9J08_03478 [Candidozyma auris]
B9J08_001229	B9J08_03479	True	100	100	100	307	100	100	100	307	KAK8440378.1	KAK8440378.1 hypothetical protein B9J08_03479 [Candidozyma auris]
B9J08_001230	B9J08_03480	True	100	100	100	959	100	100	100	959	KAK8440379.1	KAK8440379.1 hypothetical protein B9J08_03480 [Candidozyma auris]
B9J08_001231	B9J08_03481	True	100	100	100	699	100	100	100	699	KAK8440380.1	KAK8440380.1 hypothetical protein B9J08_03481 [Candidozyma auris]
B9J08_001232	B9J08_03482	True	100	100	100	874	100	100	100	874	KAK8440381.1	KAK8440381.1 hypothetical protein B9J08_03482 [Candidozyma auris]
B9J08_001234	B9J08_03484	True	100	100	100	327	100	100	100	327	KAK8440382.1	KAK8440382.1 hypothetical protein B9J08_03484 [Candidozyma auris]
B9J08_001235	B9J08_03485	True	100	100	100	840	100	100	100	840	KAK8440383.1	KAK8440383.1 hypothetical protein B9J08_03485 [Candidozyma auris]
B9J08_001236	B9J08_03486	True	100	100	100	1408	100	100	100	1408	KAK8440384.1	KAK8440384.1 hypothetical protein B9J08_03486 [Candidozyma auris]
B9J08_001237	B9J08_03487	True	100	100	100	292	100	100	100	292	KAK8440385.1	KAK8440385.1 hypothetical protein B9J08_03487 [Candidozyma auris]
B9J08_001238		False	100	100	100	416						KAK8440386.1 thymidylate kinase [Candidozyma auris]
B9J08_001239	B9J08_03489	True	100	100	100	1617	100	100	100	1617	KAK8440387.1	KAK8440387.1 hypothetical protein B9J08_03489 [Candidozyma auris]
B9J08_001240	B9J08_03490	True	100	100	100	403	100	100	100	403	KAK8440388.1	KAK8440388.1 hypothetical protein B9J08_03490 [Candidozyma auris]
B9J08_001241	B9J08_03491	True	100	100	100	1226	100	100	100	1226	KAK8440389.1	KAK8440389.1 hypothetical protein B9J08_03491 [Candidozyma auris]
B9J08_001242	B9J08_03492	True	100	100	100	216	100	100	100	216	KAK8440390.1	KAK8440390.1 hypothetical protein B9J08_03492 [Candidozyma auris]
B9J08_001243		False	100	100	100	426						KAK8440391.1 eukaryotic translation initiation factor 4E [Candidozyma auris]
B9J08_001244	B9J08_03494	True	100	100	100	612	100	100	100	612	KAK8440392.1	KAK8440392.1 hypothetical protein B9J08_03494 [Candidozyma auris]
B9J08_001245	B9J08_03495	True	100	100	100	2300	100	100	100	2300	KAK8440393.1	KAK8440393.1 hypothetical protein B9J08_03495 [Candidozyma auris]
B9J08_001246	B9J08_03496	True	100	100	100	441	100	100	100	441	KAK8440394.1	KAK8440394.1 hypothetical protein B9J08_03496 [Candidozyma auris]
B9J08_001247	B9J08_03497	True	100	100	100	1108	100	100	100	1108	KAK8440395.1	KAK8440395.1 hypothetical protein B9J08_03497 [Candidozyma auris]
B9J08_001248	B9J08_03498	True	100	100	100	919	100	100	100	919	KAK8440396.1	KAK8440396.1 hypothetical protein B9J08_03498 [Candidozyma auris]
B9J08_001249	B9J08_03499	True	100	100	100	374	100	100	100	374	KAK8440397.1	KAK8440397.1 hypothetical protein B9J08_03499 [Candidozyma auris]
B9J08_001250		False	100	100	100	293						KAK8440398.1 ATP synthase F1, epsilon subunit [Candidozyma auris]
B9J08_001251	B9J08_03501	True	100	100	100	328	100	100	100	328	KAK8440399.1	KAK8440399.1 hypothetical protein B9J08_03501 [Candidozyma auris]
B9J08_001252	B9J08_03502	True	100	100	100	222	100	100	100	222	KAK8440400.1	KAK8440400.1 hypothetical protein B9J08_03502 [Candidozyma auris]
B9J08_001253	B9J08_03503	True	100	100	100	664	100	100	100	664	KAK8440401.1	KAK8440401.1 hypothetical protein B9J08_03503 [Candidozyma auris]
B9J08_001254		False	100	100	100	1950						KAK8440402.1 calcium/proton exchanger [Candidozyma auris]
B9J08_001255		False	100	100	100	1184						KAK8440403.1 alpha-glucosidase [Candidozyma auris]
B9J08_001256		False	100	87.1	87.1	3044						KAK8440404.1 DNA-directed RNA polymerase II subunit RPB1 [Candidozyma auris]
B9J08_001257	B9J08_03507	True	100	100	100	546	100	100	100	546	KAK8440405.1	KAK8440405.1 hypothetical protein B9J08_03507 [Candidozyma auris]
B9J08_001258		False	100	100	100	639						KAK8440406.1 replication factor C subunit 4 [Candidozyma auris]
